date,current
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,2.0
2020-02-26,2.0
2020-02-27,3.0
2020-02-28,3.0
2020-02-29,9.0
2020-03-01,14.0
2020-03-02,18.0
2020-03-03,21.0
2020-03-04,29.0
2020-03-05,41.0
2020-03-06,55.0
2020-03-07,79.0
2020-03-08,104.0
2020-03-09,129.0
2020-03-10,178.0
2020-03-11,242.0
2020-03-12,297.0
2020-03-13,497.0
2020-03-14,648.0
2020-03-15,853.0
2020-03-16,1009.0
2020-03-17,1328.0
2020-03-18,1633.0
2020-03-19,1998.0
2020-03-20,2373.0
2020-03-21,2797.0
2020-03-22,3219.0
