date,current
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,2.0
2020-02-01,2.0
2020-02-02,2.0
2020-02-03,2.0
2020-02-04,2.0
2020-02-05,2.0
2020-02-06,2.0
2020-02-07,3.0
2020-02-08,3.0
2020-02-09,3.0
2020-02-10,3.0
2020-02-11,3.0
2020-02-12,3.0
2020-02-13,3.0
2020-02-14,3.0
2020-02-15,3.0
2020-02-16,3.0
2020-02-17,3.0
2020-02-18,3.0
2020-02-19,3.0
2020-02-20,3.0
2020-02-21,19.0
2020-02-22,59.0
2020-02-23,150.0
2020-02-24,221.0
2020-02-25,311.0
2020-02-26,438.0
2020-02-27,593.0
2020-02-28,821.0
2020-02-29,1053.0
2020-03-01,1577.0
2020-03-02,1835.0
2020-03-03,2263.0
2020-03-04,2706.0
2020-03-05,3296.0
2020-03-06,3916.0
2020-03-07,5061.0
2020-03-08,6387.0
2020-03-09,7985.0
2020-03-10,8794.0
2020-03-11,10590.0
2020-03-12,10590.0
2020-03-13,14955.0
2020-03-14,17750.0
2020-03-15,20603.0
2020-03-16,23073.0
2020-03-17,26062.0
2020-03-18,28710.0
2020-03-19,33190.0
2020-03-20,38549.0
2020-03-21,42681.0
2020-03-22,46638.0
2020-03-23,46638.0
