date,current
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,6.0
2020-03-02,6.0
2020-03-03,7.0
2020-03-04,10.0
2020-03-05,13.0
2020-03-06,13.0
2020-03-07,13.0
2020-03-08,14.0
2020-03-09,15.0
2020-03-10,15.0
2020-03-11,17.0
2020-03-12,17.0
2020-03-13,17.0
2020-03-14,26.0
2020-03-15,26.0
2020-03-16,35.0
2020-03-17,56.0
2020-03-18,109.0
2020-03-19,196.0
2020-03-20,362.0
2020-03-21,496.0
2020-03-22,772.0
2020-03-23,772.0
