date,current
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,1.0
2020-02-05,1.0
2020-02-06,1.0
2020-02-07,1.0
2020-02-08,1.0
2020-02-09,1.0
2020-02-10,1.0
2020-02-11,1.0
2020-02-12,1.0
2020-02-13,1.0
2020-02-14,1.0
2020-02-15,1.0
2020-02-16,1.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,1.0
2020-03-02,7.0
2020-03-03,12.0
2020-03-04,22.0
2020-03-05,49.0
2020-03-06,108.0
2020-03-07,168.0
2020-03-08,199.0
2020-03-09,238.0
2020-03-10,266.0
2020-03-11,310.0
2020-03-12,310.0
2020-03-13,555.0
2020-03-14,684.0
2020-03-15,881.0
2020-03-16,1052.0
2020-03-17,1232.0
2020-03-18,1441.0
2020-03-19,1743.0
2020-03-20,2219.0
2020-03-21,2485.0
2020-03-22,3063.0
