date,recovered
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,2.0
2020-02-13,2.0
2020-02-14,2.0
2020-02-15,4.0
2020-02-16,4.0
2020-02-17,4.0
2020-02-18,4.0
2020-02-19,4.0
2020-02-20,4.0
2020-02-21,4.0
2020-02-22,4.0
2020-02-23,4.0
2020-02-24,4.0
2020-02-25,11.0
2020-02-26,11.0
2020-02-27,11.0
2020-02-28,11.0
2020-02-29,12.0
2020-03-01,12.0
2020-03-02,12.0
2020-03-03,12.0
2020-03-04,12.0
2020-03-05,12.0
2020-03-06,12.0
2020-03-07,12.0
2020-03-08,12.0
2020-03-09,12.0
2020-03-10,12.0
2020-03-11,12.0
2020-03-12,12.0
2020-03-13,12.0
2020-03-14,12.0
2020-03-15,12.0
2020-03-16,12.0
2020-03-17,12.0
2020-03-18,12.0
2020-03-19,12.0
2020-03-20,12.0
2020-03-21,12.0
2020-03-22,2206.0
2020-03-23,2200.0
